state,district,pincode,total_bio_5_17,total_bio_17,total_updates
Andhra Pradesh,Bapatla,522341,12,0,12
Andhra Pradesh,Bapatla,523135,31,12,43
Andhra Pradesh,Bapatla,523155,165,70,235
Andhra Pradesh,Bapatla,523157,306,224,530
Andhra Pradesh,Bapatla,523165,21,15,36
Andhra Pradesh,Bapatla,523166,102,42,144
Andhra Pradesh,Bapatla,523167,130,80,210
Andhra Pradesh,Bapatla,523168,34,26,60
Andhra Pradesh,Bapatla,523169,132,88,220
Andhra Pradesh,Bapatla,523170,29,7,36
Andhra Pradesh,Bapatla,523171,7,6,13
Andhra Pradesh,Bapatla,523181,7,7,14
Andhra Pradesh,Bapatla,523183,1,0,1
Andhra Pradesh,Bapatla,523184,12,4,16
Andhra Pradesh,Bapatla,523185,17,2,19
Andhra Pradesh,Bapatla,523186,15,10,25
Andhra Pradesh,Bapatla,523187,128,74,202
Andhra Pradesh,Bapatla,523190,83,47,130
Andhra Pradesh,Bapatla,523201,299,119,418
Andhra Pradesh,Bapatla,523212,78,28,106
Andhra Pradesh,Bapatla,523213,24,15,39
Andhra Pradesh,Bapatla,523214,3,1,4
Andhra Pradesh,Bapatla,523260,52,15,67
Andhra Pradesh,Bapatla,523261,44,9,53
Andhra Pradesh,Bapatla,523263,3,0,3
Andhra Pradesh,Bapatla,523264,4,2,6
Andhra Pradesh,Bapatla,523301,175,99,274
Andhra Pradesh,Bapatla,523302,106,47,153
Andhra Pradesh,Bapatla,523303,61,30,91
Andhra Pradesh,Chittoor,517001,3579,2114,5693
Andhra Pradesh,Chittoor,517002,1690,1034,2724
Andhra Pradesh,Chittoor,517004,1650,886,2536
Andhra Pradesh,Chittoor,517101,644,295,939
Andhra Pradesh,Chittoor,517102,980,462,1442
Andhra Pradesh,Chittoor,517112,1640,837,2477
Andhra Pradesh,Chittoor,517113,850,375,1225
Andhra Pradesh,Chittoor,517123,1101,539,1640
Andhra Pradesh,Chittoor,517124,1621,593,2214
Andhra Pradesh,Chittoor,517125,1338,692,2030
Andhra Pradesh,Chittoor,517126,1707,682,2389
Andhra Pradesh,Chittoor,517127,1421,642,2063
Andhra Pradesh,Chittoor,517128,868,555,1423
Andhra Pradesh,Chittoor,517129,1287,767,2054
Andhra Pradesh,Chittoor,517130,1417,611,2028
Andhra Pradesh,Chittoor,517131,1519,891,2410
Andhra Pradesh,Chittoor,517132,1842,877,2719
Andhra Pradesh,Chittoor,517152,700,411,1111
Andhra Pradesh,Chittoor,517167,2355,822,3177
Andhra Pradesh,Chittoor,517172,867,424,1291
Andhra Pradesh,Chittoor,517192,1025,590,1615
Andhra Pradesh,Chittoor,517193,494,249,743
Andhra Pradesh,Chittoor,517194,1175,636,1811
Andhra Pradesh,Chittoor,517213,1278,630,1908
Andhra Pradesh,Chittoor,517214,3517,1654,5171
Andhra Pradesh,Chittoor,517234,1931,888,2819
Andhra Pradesh,Chittoor,517235,616,271,887
Andhra Pradesh,Chittoor,517236,940,392,1332
Andhra Pradesh,Chittoor,517237,492,231,723
Andhra Pradesh,Chittoor,517247,6749,4022,10771
Andhra Pradesh,Chittoor,517257,3596,1565,5161
Andhra Pradesh,Chittoor,517277,532,232,764
Andhra Pradesh,Chittoor,517280,1052,536,1588
Andhra Pradesh,Chittoor,517291,490,258,748
Andhra Pradesh,Chittoor,517297,2340,969,3309
Andhra Pradesh,Chittoor,517299,942,477,1419
Andhra Pradesh,Chittoor,517305,462,260,722
Andhra Pradesh,Chittoor,517319,750,246,996
Andhra Pradesh,Chittoor,517325,8612,3448,12060
Andhra Pradesh,Chittoor,517326,1,1,2
Andhra Pradesh,Chittoor,517330,10,4,14
Andhra Pradesh,Chittoor,517350,971,612,1583
Andhra Pradesh,Chittoor,517351,637,368,1005
Andhra Pradesh,Chittoor,517352,260,122,382
Andhra Pradesh,Chittoor,517370,2301,1104,3405
Andhra Pradesh,Chittoor,517390,1027,437,1464
Andhra Pradesh,Chittoor,517391,1190,570,1760
Andhra Pradesh,Chittoor,517401,2596,1261,3857
Andhra Pradesh,Chittoor,517403,508,208,716
Andhra Pradesh,Chittoor,517408,5936,2709,8645
Andhra Pradesh,Chittoor,517414,1005,561,1566
Andhra Pradesh,Chittoor,517415,2452,943,3395
Andhra Pradesh,Chittoor,517416,2085,933,3018
Andhra Pradesh,Chittoor,517417,1862,699,2561
Andhra Pradesh,Chittoor,517418,756,520,1276
Andhra Pradesh,Chittoor,517419,1275,726,2001
Andhra Pradesh,Chittoor,517421,1407,638,2045
Andhra Pradesh,Chittoor,517422,1894,1008,2902
Andhra Pradesh,Chittoor,517423,3012,1563,4575
Andhra Pradesh,Chittoor,517424,5129,2184,7313
Andhra Pradesh,Chittoor,517425,11129,4480,15609
Andhra Pradesh,Chittoor,517426,207,48,255
Andhra Pradesh,Chittoor,517429,1265,534,1799
Andhra Pradesh,Chittoor,517432,3104,1256,4360
Andhra Pradesh,Chittoor,517501,9586,5405,14991
Andhra Pradesh,Chittoor,517502,993,569,1562
Andhra Pradesh,Chittoor,517503,1178,724,1902
Andhra Pradesh,Chittoor,517504,204,145,349
Andhra Pradesh,Chittoor,517505,1392,762,2154
Andhra Pradesh,Chittoor,517506,103,54,157
Andhra Pradesh,Chittoor,517507,2654,1468,4122
Andhra Pradesh,Chittoor,517520,2662,1142,3804
Andhra Pradesh,Chittoor,517526,731,358,1089
Andhra Pradesh,Chittoor,517536,768,526,1294
Andhra Pradesh,Chittoor,517541,1320,607,1927
Andhra Pradesh,Chittoor,517551,920,506,1426
Andhra Pradesh,Chittoor,517561,1268,700,1968
Andhra Pradesh,Chittoor,517569,1620,803,2423
Andhra Pradesh,Chittoor,517571,496,314,810
Andhra Pradesh,Chittoor,517581,1205,725,1930
Andhra Pradesh,Chittoor,517582,2041,1003,3044
Andhra Pradesh,Chittoor,517583,1728,1185,2913
Andhra Pradesh,Chittoor,517584,370,247,617
Andhra Pradesh,Chittoor,517586,924,405,1329
Andhra Pradesh,Chittoor,517587,1057,442,1499
Andhra Pradesh,Chittoor,517588,1154,735,1889
Andhra Pradesh,Chittoor,517589,1399,599,1998
Andhra Pradesh,Chittoor,517590,2429,1225,3654
Andhra Pradesh,Chittoor,517591,1043,448,1491
Andhra Pradesh,Chittoor,517592,1434,719,2153
Andhra Pradesh,Chittoor,517599,651,320,971
Andhra Pradesh,Chittoor,517619,1125,634,1759
Andhra Pradesh,Chittoor,517620,914,613,1527
Andhra Pradesh,Chittoor,517640,1975,1171,3146
Andhra Pradesh,Chittoor,517641,902,447,1349
Andhra Pradesh,Chittoor,517642,844,440,1284
Andhra Pradesh,Chittoor,517643,1650,788,2438
Andhra Pradesh,Chittoor,517644,1844,917,2761
Andhra Pradesh,Chittoor,517645,39,7,46
Andhra Pradesh,Chittoor,631302,16,4,20
Andhra Pradesh,Chittoor,635121,0,2,2
Andhra Pradesh,Cuddapah,516001,5267,2941,8208
Andhra Pradesh,Cuddapah,516002,3561,1709,5270
Andhra Pradesh,Cuddapah,516003,4455,1877,6332
Andhra Pradesh,Cuddapah,516004,1372,611,1983
Andhra Pradesh,Cuddapah,516005,1,0,1
Andhra Pradesh,Cuddapah,516101,3261,2096,5357
Andhra Pradesh,Cuddapah,516104,937,527,1464
Andhra Pradesh,Cuddapah,516105,1290,680,1970
Andhra Pradesh,Cuddapah,516107,1668,922,2590
Andhra Pradesh,Cuddapah,516108,1402,745,2147
Andhra Pradesh,Cuddapah,516110,733,444,1177
Andhra Pradesh,Cuddapah,516115,1616,770,2386
Andhra Pradesh,Cuddapah,516126,1617,929,2546
Andhra Pradesh,Cuddapah,516127,636,406,1042
Andhra Pradesh,Cuddapah,516128,1121,708,1829
Andhra Pradesh,Cuddapah,516129,920,489,1409
Andhra Pradesh,Cuddapah,516130,1365,666,2031
Andhra Pradesh,Cuddapah,516150,1193,870,2063
Andhra Pradesh,Cuddapah,516151,551,413,964
Andhra Pradesh,Cuddapah,516152,359,199,558
Andhra Pradesh,Cuddapah,516162,1519,675,2194
Andhra Pradesh,Cuddapah,516163,309,184,493
Andhra Pradesh,Cuddapah,516172,3509,1726,5235
Andhra Pradesh,Cuddapah,516173,1147,562,1709
Andhra Pradesh,Cuddapah,516175,1798,1036,2834
Andhra Pradesh,Cuddapah,516193,2518,1382,3900
Andhra Pradesh,Cuddapah,516203,1748,1033,2781
Andhra Pradesh,Cuddapah,516213,928,456,1384
Andhra Pradesh,Cuddapah,516214,1334,625,1959
Andhra Pradesh,Cuddapah,516215,1425,542,1967
Andhra Pradesh,Cuddapah,516216,1329,479,1808
Andhra Pradesh,Cuddapah,516217,1864,858,2722
Andhra Pradesh,Cuddapah,516218,1099,347,1446
Andhra Pradesh,Cuddapah,516227,3345,1734,5079
Andhra Pradesh,Cuddapah,516228,1241,562,1803
Andhra Pradesh,Cuddapah,516233,873,588,1461
Andhra Pradesh,Cuddapah,516237,466,182,648
Andhra Pradesh,Cuddapah,516247,944,398,1342
Andhra Pradesh,Cuddapah,516257,1628,945,2573
Andhra Pradesh,Cuddapah,516259,1293,493,1786
Andhra Pradesh,Cuddapah,516267,1973,1138,3111
Andhra Pradesh,Cuddapah,516268,1024,658,1682
Andhra Pradesh,Cuddapah,516269,5730,2256,7986
Andhra Pradesh,Cuddapah,516270,493,233,726
Andhra Pradesh,Cuddapah,516289,2007,732,2739
Andhra Pradesh,Cuddapah,516293,885,410,1295
Andhra Pradesh,Cuddapah,516309,1668,693,2361
Andhra Pradesh,Cuddapah,516310,603,254,857
Andhra Pradesh,Cuddapah,516311,6,7,13
Andhra Pradesh,Cuddapah,516312,52,25,77
Andhra Pradesh,Cuddapah,516321,593,260,853
Andhra Pradesh,Cuddapah,516329,1900,726,2626
Andhra Pradesh,Cuddapah,516330,2,0,2
Andhra Pradesh,Cuddapah,516339,545,280,825
Andhra Pradesh,Cuddapah,516349,880,393,1273
Andhra Pradesh,Cuddapah,516350,656,276,932
Andhra Pradesh,Cuddapah,516355,804,360,1164
Andhra Pradesh,Cuddapah,516356,108,53,161
Andhra Pradesh,Cuddapah,516359,1228,638,1866
Andhra Pradesh,Cuddapah,516360,7721,3167,10888
Andhra Pradesh,Cuddapah,516362,1751,675,2426
Andhra Pradesh,Cuddapah,516380,1228,521,1749
Andhra Pradesh,Cuddapah,516390,3573,1492,5065
Andhra Pradesh,Cuddapah,516396,739,383,1122
Andhra Pradesh,Cuddapah,516401,345,155,500
Andhra Pradesh,Cuddapah,516411,601,316,917
Andhra Pradesh,Cuddapah,516421,771,313,1084
Andhra Pradesh,Cuddapah,516431,427,199,626
Andhra Pradesh,Cuddapah,516432,413,176,589
Andhra Pradesh,Cuddapah,516433,571,246,817
Andhra Pradesh,Cuddapah,516434,3224,1263,4487
Andhra Pradesh,Cuddapah,516439,463,157,620
Andhra Pradesh,Cuddapah,516444,712,355,1067
Andhra Pradesh,Cuddapah,516454,552,246,798
Andhra Pradesh,Cuddapah,516464,335,164,499
Andhra Pradesh,Cuddapah,516474,879,375,1254
Andhra Pradesh,Cuddapah,516484,485,194,679
Andhra Pradesh,Cuddapah,516501,1178,572,1750
Andhra Pradesh,Cuddapah,516502,940,519,1459
Andhra Pradesh,Cuddapah,516503,1360,538,1898
Andhra Pradesh,Cuddapah,516504,1309,1036,2345
Andhra Pradesh,Cuddapah,516505,751,406,1157
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533126,18,6,24
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533201,164,153,317
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533210,51,38,89
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533211,105,45,150
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533212,237,148,385
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533213,37,14,51
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533214,67,41,108
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533215,5,0,5
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533216,121,114,235
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533217,33,12,45
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533218,26,11,37
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533220,90,34,124
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533221,39,33,72
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533222,117,79,196
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533223,106,78,184
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533228,12,15,27
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533229,34,13,47
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533232,133,71,204
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533233,95,56,151
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533234,59,16,75
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533235,60,39,99
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533236,51,43,94
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533237,16,13,29
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533238,179,124,303
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533239,17,8,25
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533240,22,7,29
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533241,15,8,23
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533242,18,11,29
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533244,59,28,87
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533247,94,35,129
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533248,32,22,54
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533249,95,44,139
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533250,63,37,100
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533251,232,212,444
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533252,238,225,463
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533253,75,39,114
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533254,40,29,69
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533255,268,234,502
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533256,15,11,26
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533260,5,5,10
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533261,232,152,384
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533262,312,172,484
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533263,31,19,50
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533274,16,8,24
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533305,62,56,118
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533306,15,21,36
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533307,52,46,98
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533308,184,167,351
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533309,21,6,27
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533340,34,26,60
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533341,64,38,102
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533345,18,4,22
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533346,50,32,82
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533464,72,36,108
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533577,46,20,66
Andhra Pradesh,East Godavari,507111,774,393,1167
Andhra Pradesh,East Godavari,507113,91,88,179
Andhra Pradesh,East Godavari,507117,0,1,1
Andhra Pradesh,East Godavari,507121,768,503,1271
Andhra Pradesh,East Godavari,507126,333,427,760
Andhra Pradesh,East Godavari,507129,2269,2222,4491
Andhra Pradesh,East Godavari,507134,1090,400,1490
Andhra Pradesh,East Godavari,507135,1358,924,2282
Andhra Pradesh,East Godavari,507137,0,1,1
Andhra Pradesh,East Godavari,531110,34,39,73
Andhra Pradesh,East Godavari,533001,3661,1885,5546
Andhra Pradesh,East Godavari,533002,2941,1253,4194
Andhra Pradesh,East Godavari,533003,2076,1122,3198
Andhra Pradesh,East Godavari,533004,806,512,1318
Andhra Pradesh,East Godavari,533005,4723,2050,6773
Andhra Pradesh,East Godavari,533006,2075,1070,3145
Andhra Pradesh,East Godavari,533016,2197,938,3135
Andhra Pradesh,East Godavari,533101,8774,4362,13136
Andhra Pradesh,East Godavari,533102,1731,636,2367
Andhra Pradesh,East Godavari,533103,1155,468,1623
Andhra Pradesh,East Godavari,533104,485,104,589
Andhra Pradesh,East Godavari,533105,1600,531,2131
Andhra Pradesh,East Godavari,533106,524,259,783
Andhra Pradesh,East Godavari,533107,2346,1004,3350
Andhra Pradesh,East Godavari,533124,1288,554,1842
Andhra Pradesh,East Godavari,533125,2367,1002,3369
Andhra Pradesh,East Godavari,533126,3573,1238,4811
Andhra Pradesh,East Godavari,533201,2578,1157,3735
Andhra Pradesh,East Godavari,533210,1101,418,1519
Andhra Pradesh,East Godavari,533211,1754,814,2568
Andhra Pradesh,East Godavari,533212,3134,1181,4315
Andhra Pradesh,East Godavari,533213,1486,545,2031
Andhra Pradesh,East Godavari,533214,1509,627,2136
Andhra Pradesh,East Godavari,533215,275,105,380
Andhra Pradesh,East Godavari,533216,2566,1027,3593
Andhra Pradesh,East Godavari,533217,1321,525,1846
Andhra Pradesh,East Godavari,533218,734,367,1101
Andhra Pradesh,East Godavari,533220,1766,895,2661
Andhra Pradesh,East Godavari,533221,1203,549,1752
Andhra Pradesh,East Godavari,533222,2816,1201,4017
Andhra Pradesh,East Godavari,533223,1699,652,2351
Andhra Pradesh,East Godavari,533228,1028,391,1419
Andhra Pradesh,East Godavari,533229,1504,610,2114
Andhra Pradesh,East Godavari,533232,832,420,1252
Andhra Pradesh,East Godavari,533233,873,445,1318
Andhra Pradesh,East Godavari,533234,1472,522,1994
Andhra Pradesh,East Godavari,533235,1354,479,1833
Andhra Pradesh,East Godavari,533236,1221,518,1739
Andhra Pradesh,East Godavari,533237,774,294,1068
Andhra Pradesh,East Godavari,533238,1863,764,2627
Andhra Pradesh,East Godavari,533239,656,275,931
Andhra Pradesh,East Godavari,533240,1068,421,1489
Andhra Pradesh,East Godavari,533241,509,135,644
Andhra Pradesh,East Godavari,533242,684,323,1007
Andhra Pradesh,East Godavari,533244,1664,836,2500
Andhra Pradesh,East Godavari,533247,1734,692,2426
Andhra Pradesh,East Godavari,533248,1296,447,1743
Andhra Pradesh,East Godavari,533249,1452,586,2038
Andhra Pradesh,East Godavari,533250,1041,460,1501
Andhra Pradesh,East Godavari,533251,988,565,1553
Andhra Pradesh,East Godavari,533252,1369,524,1893
Andhra Pradesh,East Godavari,533253,848,367,1215
Andhra Pradesh,East Godavari,533254,744,368,1112
Andhra Pradesh,East Godavari,533255,2356,974,3330
Andhra Pradesh,East Godavari,533260,480,351,831
Andhra Pradesh,East Godavari,533261,1160,476,1636
Andhra Pradesh,East Godavari,533262,2154,863,3017
Andhra Pradesh,East Godavari,533263,1154,418,1572
Andhra Pradesh,East Godavari,533264,530,303,833
Andhra Pradesh,East Godavari,533274,1259,518,1777
Andhra Pradesh,East Godavari,533284,453,373,826
Andhra Pradesh,East Godavari,533285,1399,762,2161
Andhra Pradesh,East Godavari,533286,1699,858,2557
Andhra Pradesh,East Godavari,533287,1743,786,2529
Andhra Pradesh,East Godavari,533288,1824,1999,3823
Andhra Pradesh,East Godavari,533289,2126,901,3027
Andhra Pradesh,East Godavari,533290,584,192,776
Andhra Pradesh,East Godavari,533291,1176,348,1524
Andhra Pradesh,East Godavari,533292,812,293,1105
Andhra Pradesh,East Godavari,533293,1049,431,1480
Andhra Pradesh,East Godavari,533294,2069,723,2792
Andhra Pradesh,East Godavari,533295,1102,1315,2417
Andhra Pradesh,East Godavari,533296,1171,472,1643
Andhra Pradesh,East Godavari,533297,698,344,1042
Andhra Pradesh,East Godavari,533305,924,319,1243
Andhra Pradesh,East Godavari,533306,433,192,625
Andhra Pradesh,East Godavari,533307,926,410,1336
Andhra Pradesh,East Godavari,533308,2543,1284,3827
Andhra Pradesh,East Godavari,533309,996,346,1342
Andhra Pradesh,East Godavari,533339,486,554,1040
Andhra Pradesh,East Godavari,533340,698,245,943
Andhra Pradesh,East Godavari,533341,1643,707,2350
Andhra Pradesh,East Godavari,533342,2039,1222,3261
Andhra Pradesh,East Godavari,533343,1903,762,2665
Andhra Pradesh,East Godavari,533344,1136,468,1604
Andhra Pradesh,East Godavari,533345,656,330,986
Andhra Pradesh,East Godavari,533346,695,324,1019
Andhra Pradesh,East Godavari,533347,14,13,27
Andhra Pradesh,East Godavari,533348,10,2,12
Andhra Pradesh,East Godavari,533401,5032,1914,6946
Andhra Pradesh,East Godavari,533406,2326,1025,3351
Andhra Pradesh,East Godavari,533407,1847,841,2688
Andhra Pradesh,East Godavari,533408,1248,499,1747
Andhra Pradesh,East Godavari,533428,1709,1933,3642
Andhra Pradesh,East Godavari,533429,2705,1108,3813
Andhra Pradesh,East Godavari,533430,2504,836,3340
Andhra Pradesh,East Godavari,533431,2199,1068,3267
Andhra Pradesh,East Godavari,533432,1120,449,1569
Andhra Pradesh,East Godavari,533433,1188,460,1648
Andhra Pradesh,East Godavari,533434,1634,764,2398
Andhra Pradesh,East Godavari,533435,4219,1705,5924
Andhra Pradesh,East Godavari,533436,1658,1463,3121
Andhra Pradesh,East Godavari,533437,5484,2161,7645
Andhra Pradesh,East Godavari,533440,1997,1026,3023
Andhra Pradesh,East Godavari,533444,484,189,673
Andhra Pradesh,East Godavari,533445,2300,951,3251
Andhra Pradesh,East Godavari,533446,2533,1154,3687
Andhra Pradesh,East Godavari,533447,713,290,1003
Andhra Pradesh,East Godavari,533448,1617,503,2120
Andhra Pradesh,East Godavari,533449,2615,1304,3919
Andhra Pradesh,East Godavari,533450,4808,1973,6781
Andhra Pradesh,East Godavari,533461,1217,454,1671
Andhra Pradesh,East Godavari,533462,1001,689,1690
Andhra Pradesh,East Godavari,533463,1530,634,2164
Andhra Pradesh,East Godavari,533464,2273,1059,3332
Andhra Pradesh,East Godavari,533468,2247,1154,3401
Andhra Pradesh,East Godavari,533483,1494,1622,3116
Andhra Pradesh,East Godavari,533577,837,386,1223
Andhra Pradesh,East Godavari,534111,29,30,59
Andhra Pradesh,East Godavari,534112,232,160,392
Andhra Pradesh,East Godavari,534156,7,3,10
Andhra Pradesh,East Godavari,534176,17,28,45
Andhra Pradesh,East Godavari,534216,130,103,233
Andhra Pradesh,East Godavari,534218,8,10,18
Andhra Pradesh,East Godavari,534227,20,23,43
Andhra Pradesh,East Godavari,534301,258,264,522
Andhra Pradesh,East Godavari,534302,39,33,72
Andhra Pradesh,East Godavari,534305,102,85,187
Andhra Pradesh,East Godavari,534312,4,12,16
Andhra Pradesh,East Godavari,534313,242,181,423
Andhra Pradesh,East Godavari,534315,93,123,216
Andhra Pradesh,East Godavari,534316,255,190,445
Andhra Pradesh,East Godavari,534318,66,107,173
Andhra Pradesh,East Godavari,534324,17,2,19
Andhra Pradesh,East Godavari,534328,29,23,52
Andhra Pradesh,East Godavari,534329,104,89,193
Andhra Pradesh,East Godavari,534330,106,74,180
Andhra Pradesh,East Godavari,534331,14,6,20
Andhra Pradesh,East Godavari,534340,64,47,111
Andhra Pradesh,East Godavari,534341,75,44,119
Andhra Pradesh,East Godavari,534342,151,154,305
Andhra Pradesh,East Godavari,534350,248,172,420
Andhra Pradesh,Eluru,507114,208,441,649
Andhra Pradesh,Eluru,507121,11,21,32
Andhra Pradesh,Eluru,507135,2,11,13
Andhra Pradesh,Eluru,507301,0,1,1
Andhra Pradesh,Eluru,521105,35,50,85
Andhra Pradesh,Eluru,521109,1,1,2
Andhra Pradesh,Eluru,521111,18,18,36
Andhra Pradesh,Eluru,521201,266,264,530
Andhra Pradesh,Eluru,521207,44,34,78
Andhra Pradesh,Eluru,521211,107,84,191
Andhra Pradesh,Eluru,521212,15,23,38
Andhra Pradesh,Eluru,521213,62,48,110
Andhra Pradesh,Eluru,521214,42,34,76
Andhra Pradesh,Eluru,521325,13,12,25
Andhra Pradesh,Eluru,521326,4,1,5
Andhra Pradesh,Eluru,521329,10,8,18
Andhra Pradesh,Eluru,521333,107,70,177
Andhra Pradesh,Eluru,521340,18,10,28
Andhra Pradesh,Eluru,521343,7,7,14
Andhra Pradesh,Eluru,521344,148,128,276
Andhra Pradesh,Eluru,521345,16,8,24
Andhra Pradesh,Eluru,534001,216,163,379
Andhra Pradesh,Eluru,534002,149,119,268
Andhra Pradesh,Eluru,534003,26,14,40
Andhra Pradesh,Eluru,534004,44,28,72
Andhra Pradesh,Eluru,534005,89,58,147
Andhra Pradesh,Eluru,534006,8,7,15
Andhra Pradesh,Eluru,534007,73,68,141
Andhra Pradesh,Eluru,534112,1,3,4
Andhra Pradesh,Eluru,534134,1,3,4
Andhra Pradesh,Eluru,534165,4,6,10
Andhra Pradesh,Eluru,534186,1,2,3
