date,state,district,bio_age_5_17,bio_age_17_,total_bio,total_bio_lag_7,total_bio_lag_14,total_bio_roll_mean_7,total_bio_roll_mean_30,total_bio_roll_std_30,capacity_ratio,risk_level,z_score,is_anomaly_z,is_anomaly_if,day,month,weekday,year
2025-12-06,Andaman & Nicobar Islands,Nicobar,13,6,19,4.0,8.0,26.285714285714285,12.1,10.229605446262598,1.450381679389313,High,0.6144472335220323,0,0,6,12,5,2025
2025-12-07,Andaman & Nicobar Islands,Nicobar,4,2,6,38.0,6.0,21.714285714285715,12.1,10.229605446262598,0.4580152671755725,Low,-0.5432069745629561,0,0,7,12,6,2025
2025-12-08,Andaman & Nicobar Islands,Nicobar,16,4,20,16.0,5.0,22.285714285714285,12.5,10.298141780822865,1.4814814814814814,High,0.6638259764743155,0,0,8,12,0,2025
2025-12-09,Andaman & Nicobar Islands,Nicobar,18,4,22,20.0,5.0,22.571428571428573,12.933333333333334,10.418595223770819,1.5789473684210527,High,0.7940264532533746,0,0,9,12,1,2025
2025-12-11,Andaman & Nicobar Islands,Nicobar,17,4,21,22.0,13.0,22.428571428571427,13.5,10.378193318286312,1.4482758620689655,High,0.6591556137428668,0,0,11,12,3,2025
2025-12-12,Andaman & Nicobar Islands,Nicobar,9,2,11,44.0,16.0,17.714285714285715,13.733333333333333,10.2349412791918,0.746606334841629,Low,-0.2432886176624466,0,0,12,12,4,2025
2025-12-13,Andaman & Nicobar Islands,Nicobar,7,2,9,25.0,11.0,15.428571428571429,13.866666666666667,10.142887208262684,0.6053811659192825,Low,-0.43675095832056277,0,0,13,12,5,2025
2025-12-15,Andaman & Nicobar Islands,Nicobar,5,0,5,19.0,4.0,13.428571428571429,14.0,9.993101068513004,0.3333333333333333,Low,-0.8186952838792918,0,0,15,12,0,2025
2025-12-16,Andaman & Nicobar Islands,Nicobar,11,2,13,6.0,38.0,14.428571428571429,14.4,9.690379160582964,0.8441558441558441,Low,-0.13095887236273254,0,0,16,12,1,2025
2025-12-20,Andaman & Nicobar Islands,Nicobar,0,1,1,20.0,16.0,11.714285714285714,14.066666666666666,9.979058532517024,0.06637168141592921,Low,-1.1901445490946885,0,0,20,12,5,2025
2025-12-25,Andaman & Nicobar Islands,Nicobar,5,2,7,22.0,20.0,9.571428571428571,13.566666666666666,9.943576451341674,0.4805491990846682,Low,-0.600047589182931,0,0,25,12,3,2025
2025-12-27,Andaman & Nicobar Islands,Nicobar,2,0,2,21.0,22.0,6.857142857142857,13.366666666666667,10.11820937318154,0.13921113689095127,Low,-1.0223468802525375,0,0,27,12,5,2025
2025-12-29,Andaman & Nicobar Islands,Nicobar,2,0,2,11.0,44.0,5.571428571428571,13.066666666666666,10.322166751064435,0.14218009478672985,Low,-0.9774336405729276,0,0,29,12,0,2025
2025-09-01,Andaman & Nicobar Islands,Nicobars,1,0,1,,,1.0,1.0,0.0,0.5,Low,0.0,0,0,1,9,0,2025
2025-12-02,Andaman & Nicobar Islands,Nicobars,0,1,1,,,1.0,1.0,0.0,0.5,Low,0.0,0,0,2,12,1,2025
2025-03-01,Andaman & Nicobar Islands,North And Middle Andaman,470,347,817,,,817.0,817.0,0.0,0.9987775061124694,Low,0.0,0,0,1,3,5,2025
2025-04-01,Andaman & Nicobar Islands,North And Middle Andaman,623,348,971,,,894.0,894.0,108.89444430272832,1.0849162011173183,Medium,0.700672363271492,0,0,1,4,1,2025
2025-05-01,Andaman & Nicobar Islands,North And Middle Andaman,272,250,522,,,770.0,770.0,228.16003155680005,0.6770428015564203,Low,-1.0822131517228835,0,0,1,5,3,2025
2025-06-01,Andaman & Nicobar Islands,North And Middle Andaman,292,453,745,,,763.75,763.75,186.71078347719143,0.9741745668519124,Low,-0.0998877083813264,0,0,1,6,6,2025
2025-07-01,Andaman & Nicobar Islands,North And Middle Andaman,351,648,999,,,810.8,810.8,192.90982349273975,1.23059866962306,Medium,0.9705542329424405,0,0,1,7,1,2025
2025-09-01,Andaman & Nicobar Islands,North And Middle Andaman,18,18,36,,,681.6666666666666,681.6666666666666,360.31079177103015,0.052734375,Low,-1.787011850661351,0,0,1,9,0,2025
2025-09-02,Andaman & Nicobar Islands,North And Middle Andaman,18,24,42,,,590.2857142857143,590.2857142857143,408.21551264240895,0.07103165015704276,Low,-1.3398458693447215,0,0,2,9,1,2025
2025-09-03,Andaman & Nicobar Islands,North And Middle Andaman,11,18,29,817.0,,477.7142857142857,520.125,426.86579941977743,0.05564883665147517,Low,-1.147848228734354,0,0,3,9,2,2025
2025-09-04,Andaman & Nicobar Islands,North And Middle Andaman,12,7,19,971.0,,341.7142857142857,464.44444444444446,432.82852006051746,0.04082119837670088,Low,-1.0267753820848537,0,0,4,9,3,2025
2025-09-05,Andaman & Nicobar Islands,North And Middle Andaman,15,10,25,522.0,,270.7142857142857,420.5,431.08706261677065,0.05931198102016608,Low,-0.9153247903438834,0,0,5,9,4,2025
2025-09-06,Andaman & Nicobar Islands,North And Middle Andaman,2,0,2,745.0,,164.57142857142858,382.45454545454544,427.98886986377664,0.005215742057847321,Low,-0.8868634414113283,0,0,6,9,5,2025
2025-09-08,Andaman & Nicobar Islands,North And Middle Andaman,20,14,34,999.0,,26.714285714285715,353.4166666666667,420.2863652176677,0.09593228309428638,Low,-0.7581936968257503,0,0,8,9,0,2025
2025-09-09,Andaman & Nicobar Islands,North And Middle Andaman,56,11,67,36.0,,31.142857142857142,331.38461538461536,410.15963121316935,0.20157370978940062,Low,-0.6430218224598582,0,0,9,9,1,2025
2025-09-10,Andaman & Nicobar Islands,North And Middle Andaman,64,15,79,42.0,,36.42857142857143,313.35714285714283,399.7998743877236,0.25130652124517155,Low,-0.5847235935768575,0,0,10,9,2,2025
2025-09-11,Andaman & Nicobar Islands,North And Middle Andaman,24,16,40,29.0,817.0,38.0,295.1333333333333,391.66874974116774,0.135074290859973,Low,-0.6497418842255909,0,0,11,9,3,2025
2025-09-12,Andaman & Nicobar Islands,North And Middle Andaman,54,9,63,19.0,971.0,44.285714285714285,280.625,382.8123778911369,0.2237017310252996,Low,-0.5670088109084547,0,0,12,9,4,2025
2025-09-13,Andaman & Nicobar Islands,North And Middle Andaman,0,1,1,25.0,522.0,40.857142857142854,264.1764705882353,376.8098385283546,0.0037710736468500442,Low,-0.6965844817947586,0,0,13,9,5,2025
2025-09-15,Andaman & Nicobar Islands,North And Middle Andaman,49,18,67,2.0,745.0,50.142857142857146,253.22222222222223,368.5016650222669,0.26354895104895104,Low,-0.5039820922349568,0,0,15,9,0,2025
2025-09-16,Andaman & Nicobar Islands,North And Middle Andaman,74,8,82,34.0,999.0,57.0,244.21052631578948,360.2671198719343,0.33440652500536594,Low,-0.4490043997729202,0,0,16,9,1,2025
2025-09-17,Andaman & Nicobar Islands,North And Middle Andaman,59,3,62,67.0,36.0,56.285714285714285,235.1,353.01735457563404,0.2626005929690809,Low,-0.4889590800075256,0,0,17,9,2,2025
2025-09-18,Andaman & Nicobar Islands,North And Middle Andaman,62,8,70,79.0,42.0,55.0,227.23809523809524,345.9598104927658,0.30669726684748594,Low,-0.4531882093628642,0,0,18,9,3,2025
2025-09-19,Andaman & Nicobar Islands,North And Middle Andaman,21,6,27,40.0,29.0,53.142857142857146,218.13636363636363,340.31054381809304,0.12321095208462975,Low,-0.5600072048703917,0,0,19,9,4,2025
2025-09-20,Andaman & Nicobar Islands,North And Middle Andaman,0,1,1,63.0,19.0,44.285714285714285,208.69565217391303,335.55482342784416,0.004768816089570807,Low,-0.6171227916406375,0,0,20,9,5,2025
2025-10-15,Andaman & Nicobar Islands,North And Middle Andaman,36,8,44,1.0,25.0,50.42857142857143,201.83333333333334,329.8965142964192,0.21692686935086278,Low,-0.476986992954375,0,0,15,10,2,2025
2025-10-16,Andaman & Nicobar Islands,North And Middle Andaman,39,4,43,67.0,2.0,47.0,195.48,324.50913186945394,0.21885179153094464,Low,-0.46843539879904933,0,0,16,10,3,2025
2025-10-17,Andaman & Nicobar Islands,North And Middle Andaman,49,4,53,82.0,34.0,42.857142857142854,190.0,319.1781947439392,0.2774869109947644,Low,-0.42788672760668484,0,0,17,10,4,2025
2025-10-18,Andaman & Nicobar Islands,North And Middle Andaman,30,12,42,62.0,67.0,40.0,184.5185185185185,314.2733218040003,0.226392493511679,Low,-0.45204750501255436,0,0,18,10,5,2025
2025-10-19,Andaman & Nicobar Islands,North And Middle Andaman,10,5,15,70.0,79.0,32.142857142857146,178.46428571428572,310.0579972202162,0.08358208955223881,Low,-0.5255106352355242,0,0,19,10,6,2025
2025-10-21,Andaman & Nicobar Islands,North And Middle Andaman,0,1,1,27.0,40.0,28.428571428571427,172.3448275862069,306.2491138018745,0.005768848219614084,Low,-0.5576739521426133,0,0,21,10,1,2025
2025-10-23,Andaman & Nicobar Islands,North And Middle Andaman,2,1,3,1.0,63.0,28.714285714285715,166.7,302.5067853328479,0.01788908765652952,Low,-0.5393619118612933,0,0,23,10,3,2025
2025-10-24,Andaman & Nicobar Islands,North And Middle Andaman,27,13,40,44.0,1.0,28.142857142857142,140.8,277.105656433762,0.2820874471086036,Low,-0.36245217480503894,0,0,24,10,4,2025
2025-10-25,Andaman & Nicobar Islands,North And Middle Andaman,28,8,36,43.0,67.0,27.142857142857142,109.63333333333334,228.89908683527543,0.3253992166315155,Low,-0.320285453704704,0,0,25,10,5,2025
2025-10-26,Andaman & Nicobar Islands,North And Middle Andaman,33,4,37,53.0,82.0,24.857142857142858,93.46666666666667,215.50561770953394,0.39167254763585035,Low,-0.26080924487799156,0,0,26,10,6,2025
2025-10-27,Andaman & Nicobar Islands,North And Middle Andaman,8,7,15,42.0,62.0,21.0,69.13333333333334,177.2136317114679,0.2138783269961977,Low,-0.3037552897242815,0,0,27,10,0,2025
2025-10-28,Andaman & Nicobar Islands,North And Middle Andaman,6,7,13,15.0,70.0,20.714285714285715,36.266666666666666,24.08882031913937,0.3488372093023256,Low,-0.9273718879845998,0,0,28,10,1,2025
2025-10-29,Andaman & Nicobar Islands,North And Middle Andaman,13,20,33,1.0,27.0,25.285714285714285,36.166666666666664,24.09619133351939,0.8878923766816144,Low,-0.12618116528451664,0,0,29,10,2,2025
2025-10-30,Andaman & Nicobar Islands,North And Middle Andaman,3,4,7,3.0,1.0,25.857142857142858,35.0,24.64506665328364,0.19444444444444445,Low,-1.0918279284883368,0,0,30,10,3,2025
2025-10-31,Andaman & Nicobar Islands,North And Middle Andaman,19,10,29,40.0,44.0,24.285714285714285,35.0,24.64506665328364,0.8055555555555556,Low,-0.23396312753321502,0,0,31,10,4,2025
2025-11-01,Andaman & Nicobar Islands,North And Middle Andaman,7,3,10,36.0,43.0,20.571428571428573,34.7,24.900006924247066,0.2801120448179272,Low,-0.953667698709237,0,0,1,11,5,2025
2025-11-02,Andaman & Nicobar Islands,North And Middle Andaman,33,7,40,37.0,53.0,21.0,35.2,24.84906159332644,1.1049723756906076,Medium,0.18569339481318864,0,0,2,11,6,2025
2025-11-03,Andaman & Nicobar Islands,North And Middle Andaman,4,2,6,15.0,42.0,19.714285714285715,35.333333333333336,24.67489766367045,0.16513761467889906,Low,-1.1424907595577103,0,0,3,11,0,2025
2025-11-04,Andaman & Nicobar Islands,North And Middle Andaman,0,1,1,13.0,15.0,18.0,34.233333333333334,25.459478735261452,0.028382213812677387,Low,-1.256008618531273,0,0,4,11,1,2025
2025-11-05,Andaman & Nicobar Islands,North And Middle Andaman,27,6,33,33.0,1.0,18.0,33.1,24.695874288968138,0.9677419354838709,Low,-0.0038916753279312952,0,0,5,11,2,2025
2025-11-06,Andaman & Nicobar Islands,North And Middle Andaman,33,7,40,7.0,3.0,22.714285714285715,31.8,23.176087557711817,1.2195121951219514,Medium,0.3391781230286089,0,0,6,11,3,2025
2025-11-07,Andaman & Nicobar Islands,North And Middle Andaman,13,7,20,29.0,40.0,21.428571428571427,31.133333333333333,23.219690415431288,0.6224066390041494,Low,-0.45968107528904917,0,0,7,11,4,2025
2025-11-08,Andaman & Nicobar Islands,North And Middle Andaman,16,5,21,10.0,36.0,23.0,29.733333333333334,22.486675492669196,0.6832971800433839,Low,-0.37184204022656314,0,0,8,11,5,2025
2025-11-09,Andaman & Nicobar Islands,North And Middle Andaman,4,6,10,40.0,37.0,18.714285714285715,30.033333333333335,22.14759788225325,0.32223415682062295,Low,-0.8654605732844722,0,0,9,11,6,2025
2025-11-10,Andaman & Nicobar Islands,North And Middle Andaman,16,5,21,6.0,15.0,20.857142857142858,28.5,21.065988276578224,0.711864406779661,Low,-0.3398896032207548,0,0,10,11,0,2025
2025-11-11,Andaman & Nicobar Islands,North And Middle Andaman,28,8,36,1.0,13.0,25.857142857142858,26.966666666666665,18.563002382999095,1.2872467222884387,Medium,0.4617559798072511,0,0,11,11,1,2025
2025-11-12,Andaman & Nicobar Islands,North And Middle Andaman,26,3,29,33.0,33.0,25.285714285714285,25.866666666666667,17.353789873928736,1.0794044665012408,Medium,0.1707186011639036,0,0,12,11,2,2025
2025-11-13,Andaman & Nicobar Islands,North And Middle Andaman,23,12,35,40.0,7.0,24.571428571428573,24.7,15.344660983209142,1.3618677042801557,High,0.63017519975368,0,0,13,11,3,2025
2025-11-14,Andaman & Nicobar Islands,North And Middle Andaman,5,0,5,20.0,29.0,22.428571428571427,23.966666666666665,15.751263404899953,0.20026702269692925,Low,-1.1322529058386535,0,0,14,11,4,2025
2025-11-15,Andaman & Nicobar Islands,North And Middle Andaman,6,8,14,21.0,10.0,21.428571428571427,24.4,15.269080770831382,0.5511811023622047,Low,-0.6392493925438013,0,0,15,11,5,2025
2025-11-16,Andaman & Nicobar Islands,North And Middle Andaman,10,3,13,10.0,40.0,21.857142857142858,23.366666666666667,14.942379751687612,0.533515731874145,Low,-0.6502584198930077,0,0,16,11,6,2025
2025-11-17,Andaman & Nicobar Islands,North And Middle Andaman,72,15,87,21.0,6.0,31.285714285714285,24.833333333333332,18.63826862858324,3.367741935483871,High,3.16558795698435,0,0,17,11,0,2025
2025-11-18,Andaman & Nicobar Islands,North And Middle Andaman,40,7,47,36.0,1.0,32.857142857142854,24.633333333333333,18.35564994919649,1.8335500650195058,High,1.1555626768087512,0,0,18,11,1,2025
2025-11-19,Andaman & Nicobar Islands,North And Middle Andaman,2,0,2,29.0,33.0,29.0,23.3,18.502842279329922,0.0823045267489712,Low,-1.0921485030197262,0,0,19,11,2,2025
2025-11-25,Andaman & Nicobar Islands,North And Middle Andaman,102,9,111,35.0,40.0,39.857142857142854,26.5,24.38449196263535,4.036363636363636,High,3.3288040636928877,1,0,25,11,1,2025
2025-12-01,Andaman & Nicobar Islands,North And Middle Andaman,69,7,76,5.0,20.0,50.0,29.0,25.49915482034042,2.533333333333333,High,1.773641473422518,0,0,1,12,0,2025
2025-12-02,Andaman & Nicobar Islands,North And Middle Andaman,70,9,79,14.0,21.0,59.285714285714285,31.533333333333335,26.5793974313952,2.4282786885245904,High,1.7210915062499754,0,0,2,12,1,2025
2025-12-03,Andaman & Nicobar Islands,North And Middle Andaman,32,2,34,13.0,10.0,62.285714285714285,31.333333333333332,26.53603059125829,1.0515463917525776,Medium,0.09684281319447835,0,0,3,12,2,2025
2025-12-04,Andaman & Nicobar Islands,North And Middle Andaman,42,15,57,87.0,21.0,58.0,32.03333333333333,26.937326152197272,1.725529767911201,High,0.893667007739144,0,0,4,12,3,2025
2025-12-05,Andaman & Nicobar Islands,North And Middle Andaman,19,4,23,47.0,36.0,54.57142857142857,31.566666666666666,26.969565648418104,0.7062436028659161,Low,-0.30628529503643465,0,0,5,12,4,2025
2025-12-06,Andaman & Nicobar Islands,North And Middle Andaman,16,0,16,2.0,29.0,56.57142857142857,31.6,26.948993967531237,0.49079754601226994,Low,-0.5581596252846437,0,0,6,12,5,2025
2025-12-07,Andaman & Nicobar Islands,North And Middle Andaman,14,1,15,111.0,35.0,42.857142857142854,31.666666666666668,26.90383043274673,0.4591836734693877,Low,-0.597289562335764,0,0,7,12,6,2025
2025-12-08,Andaman & Nicobar Islands,North And Middle Andaman,8,3,11,76.0,5.0,33.57142857142857,30.933333333333334,27.164801430924822,0.3444676409185804,Low,-0.7077391751623225,0,0,8,12,0,2025
2025-12-09,Andaman & Nicobar Islands,North And Middle Andaman,14,5,19,79.0,14.0,25.0,31.333333333333332,26.887163112345103,0.5876288659793816,Low,-0.44225844284152394,0,0,9,12,1,2025
2025-12-10,Andaman & Nicobar Islands,North And Middle Andaman,7,0,7,34.0,13.0,21.142857142857142,30.6,27.250561525374884,0.22151898734177214,Low,-0.8353816252042385,0,0,10,12,2,2025
2025-12-11,Andaman & Nicobar Islands,North And Middle Andaman,12,8,20,57.0,87.0,15.857142857142858,30.933333333333334,27.05031497468839,0.6263048016701461,Low,-0.38977577767662097,0,0,11,12,3,2025
2025-12-12,Andaman & Nicobar Islands,North And Middle Andaman,18,8,26,23.0,47.0,16.285714285714285,30.466666666666665,27.009236393772383,0.826271186440678,Low,-0.1594712045652123,0,0,12,12,4,2025
2025-12-13,Andaman & Nicobar Islands,North And Middle Andaman,17,5,22,16.0,2.0,17.142857142857142,31.0,26.665229846348346,0.6875,Low,-0.3253180996501986,0,0,13,12,5,2025
2025-12-14,Andaman & Nicobar Islands,North And Middle Andaman,0,1,1,15.0,111.0,15.142857142857142,31.0,26.665229846348346,0.03125,Low,-1.084393665500662,0,0,14,12,6,2025
2025-12-15,Andaman & Nicobar Islands,North And Middle Andaman,36,3,39,11.0,76.0,19.142857142857142,31.2,26.703222070856608,1.2111801242236024,Medium,0.2815556970250579,0,0,15,12,0,2025
2025-12-16,Andaman & Nicobar Islands,North And Middle Andaman,27,13,40,19.0,79.0,22.142857142857142,31.2,26.703222070856608,1.2422360248447204,Medium,0.3176525812590397,0,0,16,12,1,2025
2025-12-19,Andaman & Nicobar Islands,North And Middle Andaman,7,13,20,7.0,34.0,24.0,31.2,26.703222070856608,0.6211180124223602,Low,-0.4042851034205959,0,0,19,12,4,2025
2025-12-20,Andaman & Nicobar Islands,North And Middle Andaman,1,1,2,20.0,57.0,21.428571428571427,30.566666666666666,27.17463743162355,0.06335797254487856,Low,-1.0139142601566578,0,0,20,12,5,2025
2025-12-25,Andaman & Nicobar Islands,North And Middle Andaman,17,20,37,26.0,23.0,23.0,31.466666666666665,26.915875757925065,1.139630390143737,Medium,0.19821457085266156,0,0,25,12,3,2025
2025-12-26,Andaman & Nicobar Islands,North And Middle Andaman,6,13,19,22.0,16.0,22.571428571428573,31.4,26.945155024796403,0.5864197530864198,Low,-0.4437262913373421,0,0,26,12,4,2025
2025-12-27,Andaman & Nicobar Islands,North And Middle Andaman,1,2,3,1.0,15.0,22.857142857142858,30.3,27.420292007800892,0.09584664536741214,Low,-0.9605812632926717,0,0,27,12,5,2025
2025-12-28,Andaman & Nicobar Islands,North And Middle Andaman,0,1,1,39.0,11.0,17.428571428571427,29.366666666666667,27.93771808781077,0.03293084522502744,Low,-0.9802661903260216,0,0,28,12,6,2025
2025-12-29,Andaman & Nicobar Islands,North And Middle Andaman,10,14,24,40.0,19.0,15.142857142857142,29.0,27.933418374214988,0.8,Low,-0.17281055198289055,0,0,29,12,0,2025
2025-03-01,Andaman & Nicobar Islands,South Andaman,948,450,1398,,,1398.0,1398.0,0.0,0.9992852037169406,Low,0.0,0,0,1,3,5,2025
2025-04-01,Andaman & Nicobar Islands,South Andaman,839,482,1321,,,1359.5,1359.5,54.44722215136416,0.9709665564130834,Low,-0.6943539911683888,0,0,1,4,1,2025
2025-05-01,Andaman & Nicobar Islands,South Andaman,654,455,1109,,,1276.0,1276.0,149.6629546681476,0.8684416601409554,Low,-1.1084343883195218,0,0,1,5,3,2025
2025-06-01,Andaman & Nicobar Islands,South Andaman,481,442,923,,,1187.75,1187.75,214.67397761877584,0.7764458464773922,Low,-1.2275472587053162,0,0,1,6,6,2025
2025-07-01,Andaman & Nicobar Islands,South Andaman,629,699,1328,,,1215.8,1215.8,196.20830767324813,1.091387245233399,Medium,0.5689415487805045,0,0,1,7,1,2025
2025-09-01,Andaman & Nicobar Islands,South Andaman,80,19,99,,,1029.6666666666667,1029.6666666666667,488.5405476177659,0.09605433376455368,Low,-1.9011023115358625,0,0,1,9,0,2025
2025-09-02,Andaman & Nicobar Islands,South Andaman,58,24,82,,,894.2857142857143,894.2857142857143,572.0045787362528,0.09159087282591351,Low,-1.4175902679123262,0,0,2,9,1,2025
2025-09-03,Andaman & Nicobar Islands,South Andaman,65,32,97,1398.0,,708.4285714285714,794.625,599.9216466696773,0.12191673212882953,Low,-1.1609250621378928,0,0,3,9,2,2025
2025-09-04,Andaman & Nicobar Islands,South Andaman,60,31,91,1321.0,,532.7142857142857,716.4444444444445,608.2166783127357,0.12683908936038407,Low,-1.0266371009025108,0,0,4,9,3,2025
2025-09-05,Andaman & Nicobar Islands,South Andaman,54,12,66,1109.0,,383.7142857142857,651.4,609.206259543241,0.10116492949110975,Low,-0.9593477465114676,0,0,5,9,4,2025
2025-09-06,Andaman & Nicobar Islands,South Andaman,1,2,3,923.0,,252.28571428571428,592.4545454545455,610.1141472931706,0.005055147058823529,Low,-0.9645571912635916,0,0,6,9,5,2025
2025-09-08,Andaman & Nicobar Islands,South Andaman,76,31,107,1328.0,,77.85714285714286,552.0,598.3629181510012,0.19349005424954793,Low,-0.7424550076818206,0,0,8,9,0,2025
2025-09-09,Andaman & Nicobar Islands,South Andaman,98,21,119,99.0,,80.71428571428571,518.6923076923077,585.3408386879369,0.22898164594434575,Low,-0.6816722993177566,0,0,9,9,1,2025
2025-09-10,Andaman & Nicobar Islands,South Andaman,92,31,123,82.0,,86.57142857142857,490.42857142857144,572.2341793741056,0.2502906976744186,Low,-0.6409746394218048,0,0,10,9,2,2025
2025-09-11,Andaman & Nicobar Islands,South Andaman,65,26,91,97.0,1398.0,85.71428571428571,463.8,560.9801626235484,0.19578313253012047,Low,-0.6633686111972714,0,0,11,9,3,2025
2025-09-12,Andaman & Nicobar Islands,South Andaman,49,30,79,91.0,1321.0,84.0,439.75,550.4300742752586,0.17923993193420307,Low,-0.6542080616007963,0,0,12,9,4,2025
2025-09-13,Andaman & Nicobar Islands,South Andaman,10,3,13,66.0,1109.0,76.42857142857143,414.6470588235294,542.9089404744213,0.03127653552221908,Low,-0.73844540682342,0,0,13,9,5,2025
2025-09-15,Andaman & Nicobar Islands,South Andaman,34,12,46,3.0,923.0,82.57142857142857,394.1666666666667,533.8182385088634,0.1164065795023197,Low,-0.650999987654491,0,0,15,9,0,2025
2025-09-16,Andaman & Nicobar Islands,South Andaman,33,12,45,107.0,1328.0,73.71428571428571,375.7894736842105,524.9260878074347,0.11943008800111747,Low,-0.6289657070697119,0,0,16,9,1,2025
2025-09-17,Andaman & Nicobar Islands,South Andaman,75,13,88,119.0,99.0,69.28571428571429,361.4,514.9621754121977,0.24282560706401768,Low,-0.5298838035590169,0,0,17,9,2,2025
